Code Insee;Code Postal;Ville;Nom Ville long;;;;;Cedex
38006;38580;ALLEVARD;ALLEVARD;38;E;01.01.0001;25.10.199325.10.1993;
74004;74540;ALLEVES;ALLEVES;74;E;01.01.0001;25.10.199325.10.1993;
26006;26400;ALLEX;ALLEX;26;E;01.01.0001;25.10.199325.10.1993;
43004;43150;ALLEYRAC;ALLEYRAC;43;E;01.01.0001;25.10.199325.10.1993;
43005;43580;ALLEYRAS;ALLEYRAS;43;E;01.01.0001;25.10.199325.10.1993;
19006;19200;ALLEYRAT;ALLEYRAT;19;E;01.01.0001;25.10.199325.10.1993;
23003;23200;ALLEYRAT;ALLEYRAT;23;E;01.01.0001;25.10.199325.10.1993;
47006;47110;ALLEZ ET CAZENEUVE;ALLEZ ET CAZENEUVE;47;E;01.01.0001;25.10.199325.10.1993;
51006;51250;ALLIANCELLES;ALLIANCELLES;51;E;01.01.0001;25.10.199325.10.1993;
09006;09400;ALLIAT;ALLIAT;09;E;01.01.0001;25.10.199325.10.1993;
10004;10700;ALLIBAUDIERES;ALLIBAUDIERES;10;E;01.01.0001;25.10.199325.10.1993;
52006;52130;ALLICHAMPS;ALLICHAMPS;52;E;01.01.0001;25.10.199325.10.1993;
65005;65360;ALLIER;ALLIER;65;E;01.01.0001;25.10.199325.10.1993;
09007;09240;ALLIERES;ALLIERES;09;E;01.01.0001;25.10.199325.10.1993;
58002;58200;ALLIGNY COSNE;ALLIGNY COSNE;58;E;01.01.0001;25.10.199325.10.1993;
58003;58230;ALLIGNY EN MORVAN;ALLIGNY EN MORVAN;58;E;01.01.0001;25.10.199325.10.1993;
22001;22460;ALLINEUC;ALLINEUC;22;E;01.01.0001;25.10.199325.10.1993;
74005;74200;ALLINGES;ALLINGES;74;E;01.01.0001;25.10.199325.10.1993;
18004;18110;ALLOGNY;ALLOGNY;18;E;01.01.0001;25.10.199325.10.1993;
25013;25550;ALLONDANS;ALLONDANS;25;E;01.01.0001;25.10.199325.10.1993;
73014;73200;ALLONDAZ;ALLONDAZ;73;E;01.01.0001;25.10.199325.10.1993;
54011;54260;ALLONDRELLE LA MALMAISON;ALLONDRELLE LA MALMAISON;54;E;01.01.0001;25.10.199325.10.1993;
60009;60000;ALLONNE;ALLONNE;60;E;01.01.0001;25.10.199325.10.1993;
79007;79130;ALLONNE;ALLONNE;79;E;01.01.0001;25.10.199325.10.1993;
28004;28150;ALLONNES;ALLONNES;28;E;01.01.0001;25.10.199325.10.1993;
49002;49650;ALLONNES;ALLONNES;49;E;01.01.0001;25.10.199325.10.1993;
72003;72700;ALLONNES;ALLONNES;72;E;01.01.0001;25.10.199325.10.1993;
72003;72701;ALLONNES;ALLONNES CEDEX;72;E;01.01.0001;28.05.200328.05.2003;C
72003;72702;ALLONNES;ALLONNES CEDEX;72;E;01.01.0001;28.05.200328.05.2003;C
72003;72703;ALLONNES;ALLONNES CEDEX;72;E;01.01.0001;28.05.200328.05.2003;C
72003;72704;ALLONNES;ALLONNES CEDEX;72;E;01.01.0001;28.05.200328.05.2003;C
72003;72705;ALLONNES;ALLONNES CEDEX;72;E;01.01.0001;28.05.200328.05.2003;C
72003;72709;ALLONNES;ALLONNES CEDEX;72;E;01.01.0001;28.05.200328.05.2003;C
04005;04170;ALLONS;ALLONS;04;E;01.01.0001;25.10.199325.10.1993;
47007;47420;ALLONS;ALLONS;47;E;01.01.0001;25.10.199325.10.1993;
80020;80260;ALLONVILLE;ALLONVILLE;80;E;01.01.0001;25.10.199325.10.1993;
74006;74350;ALLONZIER LA CAILLE;ALLONZIER LA CAILLE;74;E;01.01.0001;25.10.199325.10.1993;
04006;04260;ALLOS;ALLOS;04;E;01.01.0001;25.10.199325.10.1993;
62023;62157;ALLOUAGNE;ALLOUAGNE;62;E;01.01.0001;25.10.199325.10.1993;
16007;16490;ALLOUE;ALLOUE;16;E;01.01.0001;25.10.199325.10.1993;
18005;18500;ALLOUIS;ALLOUIS;18;E;01.01.0001;25.10.199325.10.1993;
76001;76190;ALLOUVILLE BELLEFOSSE;ALLOUVILLE BELLEFOSSE;76;E;01.01.0001;25.10.199325.10.1993;
58004;58110;ALLUY;ALLUY;58;E;01.01.0001;25.10.199325.10.1993;
28005;28800;ALLUYES;ALLUYES;28;E;01.01.0001;25.10.199325.10.1993;
15003;15700;ALLY;ALLY;15;E;01.01.0001;25.10.199325.10.1993;
43006;43380;ALLY;ALLY;43;E;01.01.0001;25.10.199325.10.1993;
81008;81190;ALMAYRAC;ALMAYRAC;81;E;01.01.0001;25.10.199325.10.1993;
61002;61570;ALMENECHES;ALMENECHES;61;E;01.01.0001;25.10.199325.10.1993;
12004;12300;ALMONT LES JUNIES;ALMONT LES JUNIES;12;E;01.01.0001;25.10.199310.01.1994;
98611;98610;ALO;ALO;98;E;01.01.0001;19.08.199419.08.1994;
09008;09200;ALOS;ALOS;09;E;01.01.0001;25.10.199325.10.1993;
81007;81140;ALOS;ALOS;81;E;01.01.0001;25.10.199325.10.1993;
64017;64470;ALOS SIBAS ABENSE;ALOS SIBAS ABENSE;64;E;01.01.0001;25.10.199325.10.1993;
21010;21420;ALOXE CORTON;ALOXE CORTON;21;E;01.01.0001;25.10.199325.10.1993;
12005;12210;ALPUECH;ALPUECH;12;E;01.01.0001;25.10.199325.10.1993;
62024;62850;ALQUINES;ALQUINES;62;E;01.01.0001;25.10.199325.10.1993;
12006;12430;ALRANCE;ALRANCE;12;E;01.01.0001;25.10.199325.10.1993;
57013;57515;ALSTING;ALSTING;57;E;01.01.0001;25.10.199310.02.1997;
2A011;20112;ALTAGENE;ALTAGENE;2A;E;01.01.0001;25.10.199325.10.1993;
67005;67270;ALTECKENDORF;ALTECKENDORF;67;E;01.01.0001;25.10.199325.10.1993;
68002;68210;ALTENACH;ALTENACH;68;E;01.01.0001;25.10.199325.10.1993;
68003;68760;ALTENBACH;GOLDBACH ALTENBACH;68;E;01.01.0001;25.10.199325.10.1993;
67006;67490;ALTENHEIM;ALTENHEIM;67;E;01.01.0001;25.10.199325.10.1993;
67007;67160;ALTENSTADT;WISSEMBOURG;67;E;01.01.0001;25.10.199325.10.1993;
84001;84210;ALTHEN DES PALUDS;ALTHEN DES PALUDS;84;E;01.01.0001;25.10.199325.10.1993;
2B012;20251;ALTIANI;ALTIANI;2B;E;01.01.0001;25.10.199306.06.1994;
48004;48800;ALTIER;ALTIER;48;E;01.01.0001;25.10.199325.10.1993;
19007;19120;ALTILLAC;ALTILLAC;19;E;01.01.0001;25.10.199325.10.1993;
68004;68118;ALTKIRCH;ALTKIRCH;68;E;01.01.0001;25.08.199925.08.1999;
68004;68130;ALTKIRCH;ALTKIRCH;68;E;01.01.0001;18.02.199925.08.1999;
68004;68131;ALTKIRCH;ALTKIRCH CEDEX;68;E;01.01.0001;28.05.200328.05.2003;C
68004;68132;ALTKIRCH;ALTKIRCH CEDEX;68;E;01.01.0001;28.05.200328.05.2003;C
68004;68133;ALTKIRCH;ALTKIRCH CEDEX;68;E;01.01.0001;28.05.200328.05.2003;C
68004;68134;ALTKIRCH;ALTKIRCH CEDEX;68;E;01.01.0001;28.05.200328.05.2003;C
68004;68135;ALTKIRCH;ALTKIRCH CEDEX;68;E;01.01.0001;28.05.200328.05.2003;C
68004;68139;ALTKIRCH;ALTKIRCH CEDEX;68;E;01.01.0001;18.01.200818.01.2008;C
68004;68560;ALTKIRCH;ALTKIRCH;68;E;01.01.0001;28.11.200028.11.2000;
67008;67120;ALTORF;ALTORF;67;E;01.01.0001;25.10.199325.10.1993;
57014;57660;ALTRIPPE;ALTRIPPE;57;E;01.01.0001;25.10.199325.10.1993;
57015;57730;ALTVILLER;ALTVILLER;57;E;01.01.0001;25.10.199325.10.1993;
67009;67260;ALTWILLER;ALTWILLER;67;E;01.01.0001;25.10.199325.10.1993;
71005;71510;ALUZE;ALUZE;71;E;01.01.0001;25.10.199325.10.1993;
46003;46500;ALVIGNAC;ALVIGNAC;46;E;01.01.0001;25.10.199325.10.1993;
76002;76640;ALVIMARE;ALVIMARE;76;E;01.01.0001;25.10.199325.10.1993;
09009;09240;ALZEN;ALZEN;09;E;01.01.0001;25.10.199325.10.1993;
2B013;20212;ALZI;ALZI;2B;E;01.01.0001;25.10.199325.10.1993;
57016;57320;ALZING;ALZING;57;E;01.01.0001;25.10.199325.10.1993;
2B940;20240;ALZITONE;GHISONACCIA;2B;E;01.01.0001;25.10.199325.10.1993;
30009;30770;ALZON;ALZON;30;E;01.01.0001;25.10.199325.10.1993;
11009;11170;ALZONNE;ALZONNE;11;E;01.01.0001;25.10.199325.10.1993;
70011;70280;AMAGE;AMAGE;70;E;01.01.0001;25.10.199325.10.1993;
08008;08300;AMAGNE;AMAGNE;08;E;01.01.0001;25.10.199325.10.1993;
25014;25220;AMAGNEY;AMAGNEY;25;E;01.01.0001;25.10.199325.10.1993;
79008;79350;AMAILLOUX;AMAILLOUX;79;E;01.01.0001;25.10.199325.10.1993;
10005;10140;AMANCE;AMANCE;10;E;01.01.0001;25.10.199325.10.1993;
54012;54770;AMANCE;AMANCE;54;E;01.01.0001;25.10.199325.10.1993;
70012;70160;AMANCE;AMANCE;70;E;01.01.0001;25.10.199325.10.1993;
25015;25330;AMANCEY;AMANCEY;25;E;01.01.0001;25.10.199325.10.1993;
74007;74800;AMANCY;AMANCY;74;E;01.01.0001;25.10.199325.10.1993;
39008;39700;AMANGE;AMANGE;39;E;01.01.0001;25.10.199325.10.1993;
35002;35150;AMANLIS;AMANLIS;35;E;01.01.0001;25.10.199325.10.1993;
55005;55130;AMANTY;AMANTY;55;E;01.01.0001;25.10.199325.10.1993;
98J20;98790;AMANU;AMANU;98;E;01.01.0001;12.10.200912.10.2009;L
57017;57865;AMANVILLERS;AMANVILLERS;57;E;01.01.0001;25.10.199321.10.1996;
71006;71800;AMANZE;AMANZE;71;E;01.01.0001;25.10.199310.01.1994;
01003;01090;AMAREINS;FRANCHELEINS;01;E;01.01.0001;25.10.199320.12.1999;
81009;81170;AMARENS;AMARENS;81;E;01.01.0001;25.10.199325.10.1993;
98A43;98752;AMARU;AMARU;98;E;01.01.0001;12.10.200912.10.2009;L
25016;25330;AMATHAY VESIGNEUX;AMATHAY VESIGNEUX;25;E;01.01.0001;25.10.199325.10.1993;
14006;14210;AMAYE SUR ORNE;AMAYE SUR ORNE;14;E;01.01.0001;25.10.199325.10.1993;
14007;14310;AMAYE SUR SEULLES;AMAYE SUR SEULLES;14;E;01.01.0001;25.10.199325.10.1993;
58005;58190;AMAZY;AMAZY;58;E;01.01.0001;25.10.199325.10.1993;
88006;88500;AMBACOURT;AMBACOURT;88;E;01.01.0001;25.10.199325.10.1993;
33003;33440;AMBARES ET LAGRAVE;AMBARES ET LAGRAVE;33;E;01.01.0001;25.10.199325.10.1993;
31007;31230;AMBAX;AMBAX;31;E;01.01.0001;25.10.199325.10.1993;
87002;87240;AMBAZAC;AMBAZAC;87;E;01.01.0001;25.10.199325.10.1993;
38008;38970;AMBEL;AMBEL;38;E;01.01.0001;25.10.199325.10.1993;
27009;27250;AMBENAY;AMBENAY;27;E;01.01.0001;25.10.199325.10.1993;
16008;16140;AMBERAC;AMBERAC;16;E;01.01.0001;25.10.199325.10.1993;
01004;01500;AMBERIEU EN BUGEY;AMBERIEU EN BUGEY;01;E;01.01.0001;25.10.199325.10.1993;
01004;01501;AMBERIEU EN BUGEY;AMBERIEU EN BUGEY CEDEX;01;E;01.01.0001;28.05.200328.05.2003;C
01004;01502;AMBERIEU EN BUGEY;AMBERIEU EN BUGEY CEDEX;01;E;01.01.0001;28.05.200328.05.2003;C
01004;01503;AMBERIEU EN BUGEY;AMBERIEU EN BUGEY CEDEX;01;E;01.01.0001;28.05.200328.05.2003;C
01004;01504;AMBERIEU EN BUGEY;AMBERIEU EN BUGEY CEDEX;01;E;01.01.0001;28.05.200328.05.2003;C
01004;01505;AMBERIEU EN BUGEY;AMBERIEU EN BUGEY CEDEX;01;E;01.01.0001;28.05.200328.05.2003;C
01004;01506;AMBERIEU EN BUGEY;AMBERIEU EN BUGEY CEDEX;01;E;01.01.0001;28.05.200328.05.2003;C
01004;01507;AMBERIEU EN BUGEY;AMBERIEU EN BUGEY CEDEX;01;E;01.01.0001;28.05.200328.05.2003;C
01004;01508;AMBERIEU EN BUGEY;AMBERIEU EN BUGEY CEDEX;01;E;01.01.0001;28.05.200328.05.2003;C
01004;01509;AMBERIEU EN BUGEY;AMBERIEU EN BUGEY CEDEX;01;E;01.01.0001;28.05.200328.05.2003;C
69005;69480;AMBERIEUX;AMBERIEUX D AZERGUES;69;E;01.01.0001;25.10.199328.10.2004;
01005;01330;AMBERIEUX EN DOMBES;AMBERIEUX EN DOMBES;01;E;01.01.0001;25.10.199325.10.1993;
16009;16490;AMBERNAC;AMBERNAC;16;E;01.01.0001;25.10.199325.10.1993;
86002;86110;AMBERRE;AMBERRE;86;E;01.01.0001;25.10.199325.10.1993;
63003;63600;AMBERT;AMBERT;63;E;01.01.0001;25.10.199325.10.1993;
33004;33810;AMBES;AMBES;33;E;01.01.0001;25.10.199325.10.1993;
12007;12260;AMBEYRAC;AMBEYRAC;12;E;01.01.0001;25.10.199325.10.1993;
81010;81430;AMBIALET;AMBIALET;81;E;01.01.0001;25.10.199325.10.1993;
2A014;20151;AMBIEGNA;AMBIEGNA;2A;E;01.01.0001;25.10.199325.10.1993;
42003;42820;AMBIERLE;AMBIERLE;42;E;01.01.0001;25.10.199325.10.1993;
70013;70210;AMBIEVILLERS;AMBIEVILLERS;70;E;01.01.0001;25.10.199325.10.1993;
37002;37340;AMBILLOU;AMBILLOU;37;E;01.01.0001;25.10.199325.10.1993;
49003;49700;AMBILLOU CHATEAU;AMBILLOU CHATEAU;49;E;01.01.0001;25.10.199325.10.1993;
74008;74100;AMBILLY;AMBILLY;74;E;01.01.0001;25.10.199325.10.1993;
55006;55250;AMBLAINCOURT;BEAUSITE;55;E;01.01.0001;25.10.199325.10.1993;
60010;60110;AMBLAINVILLE;AMBLAINVILLE;60;E;01.01.0001;25.10.199325.10.1993;
70014;70200;AMBLANS ET VELOTTE;AMBLANS ET VELOTTE;70;E;01.01.0001;25.10.199325.10.1993;
02011;02290;AMBLENY;AMBLENY;02;E;01.01.0001;25.10.199325.10.1993;
01006;01300;AMBLEON;AMBLEON;01;E;01.01.0001;25.10.199325.10.1993;
62025;62164;AMBLETEUSE;AMBLETEUSE;62;E;01.01.0001;25.10.199325.10.1993;
16010;16300;AMBLEVILLE;AMBLEVILLE;16;E;01.01.0001;25.10.199325.10.1993;
95011;95710;AMBLEVILLE;AMBLEVILLE;95;E;01.01.0001;25.10.199325.10.1993;
14008;14480;AMBLIE;AMBLIE;14;E;01.01.0001;25.10.199325.10.1993;
08009;08210;AMBLIMONT;AMBLIMONT;08;E;01.01.0001;25.10.199325.10.1993;
41001;41310;AMBLOY;AMBLOY;41;E;01.01.0001;25.10.199325.10.1993;
08010;08130;AMBLY FLEURY;AMBLY FLEURY;08;E;01.01.0001;25.10.199325.10.1993;
55007;55300;AMBLY SUR MEUSE;AMBLY SUR MEUSE;55;E;01.01.0001;25.10.199325.10.1993;
37003;37400;AMBOISE;AMBOISE;37;E;01.01.0001;25.10.199325.10.1993;
37003;37401;AMBOISE;AMBOISE CEDEX;37;E;01.01.0001;28.05.200328.05.2003;C
37003;37402;AMBOISE;AMBOISE CEDEX;37;E;01.01.0001;28.05.200328.05.2003;C
37003;37403;AMBOISE;AMBOISE CEDEX;37;E;01.01.0001;28.05.200328.05.2003;C
37003;37404;AMBOISE;AMBOISE CEDEX;37;E;01.01.0001;28.05.200328.05.2003;C
37003;37409;AMBOISE;AMBOISE CEDEX;37;E;01.01.0001;28.05.200328.05.2003;C
37003;37530;AMBOISE;AMBOISE;37;E;01.01.0001;25.10.199325.10.1993;
56002;56190;AMBON;AMBON;56;E;01.01.0001;25.10.199325.10.1993;
26007;26800;AMBONIL;AMBONIL;26;E;01.01.0001;25.10.199325.10.1993;
51007;51150;AMBONNAY;AMBONNAY;51;E;01.01.0001;25.10.199325.10.1993;
52007;52110;AMBONVILLE;AMBONVILLE;52;E;01.01.0001;25.10.199325.10.1993;
76003;76480;AMBOURVILLE;ANNEVILLE AMBOURVILLE;76;E;01.01.0001;25.10.199325.10.1993;
36003;36120;AMBRAULT;AMBRAULT;36;E;01.01.0001;25.10.199325.10.1993;
81011;81500;AMBRES;AMBRES;81;E;01.01.0001;25.10.199325.10.1993;
62026;62310;AMBRICOURT;AMBRICOURT;62;E;01.01.0001;25.10.199325.10.1993;
02012;02200;AMBRIEF;AMBRIEF;02;E;01.01.0001;25.10.199325.10.1993;
51008;51290;AMBRIERES;AMBRIERES;51;E;01.01.0001;25.10.199325.10.1993;
53003;53300;AMBRIERES LES VALLEES;AMBRIERES LES VALLEES;53;E;01.01.0001;25.10.199325.10.1993;
62027;62127;AMBRINES;AMBRINES;62;E;01.01.0001;25.10.199325.10.1993;
01007;01500;AMBRONAY;AMBRONAY;01;E;01.01.0001;25.10.199325.10.1993;
19008;19250;AMBRUGEAT;AMBRUGEAT;19;E;01.01.0001;25.10.199325.10.1993;
76004;76550;AMBRUMESNIL;AMBRUMESNIL;76;E;01.01.0001;25.10.199325.10.1993;
47008;47160;AMBRUS;AMBRUS;47;E;01.01.0001;25.10.199325.10.1993;
01008;01500;AMBUTRIX;AMBUTRIX;01;E;01.01.0001;25.10.199306.06.1994;
27010;27140;AMECOURT;AMECOURT;27;E;01.01.0001;25.10.199325.10.1993;
55008;55230;AMEL SUR L ETANG;AMEL SUR L ETANG;55;E;01.01.0001;25.10.199325.10.1993;
57018;57170;AMELECOURT;AMELECOURT;57;E;01.01.0001;25.10.199325.10.1993;
66003;66110;AMELIE LES BAINS PALALDA;AMELIE LES BAINS PALALDA;66;E;01.01.0001;25.10.199325.10.1993;
66003;66111;AMELIE LES BAINS PALALDA;AMELIE LES BAINS CEDEX;66;E;01.01.0001;28.05.200328.05.2003;C
66003;66112;AMELIE LES BAINS PALALDA;AMELIE LES BAINS CEDEX;66;E;01.01.0001;28.05.200328.05.2003;C
66003;66113;AMELIE LES BAINS PALALDA;AMELIE LES BAINS CEDEX;66;E;01.01.0001;28.05.200328.05.2003;C
66003;66114;AMELIE LES BAINS PALALDA;AMELIE LES BAINS CEDEX;66;E;01.01.0001;28.05.200328.05.2003;C
66003;66115;AMELIE LES BAINS PALALDA;AMELIE LES BAINS CEDEX;66;E;01.01.0001;28.05.200328.05.2003;C
66003;66119;AMELIE LES BAINS PALALDA;AMELIE LES BAINS CEDEX;66;E;01.01.0001;28.05.200328.05.2003;C
64018;64120;AMENDEUIX ONEIX;AMENDEUIX ONEIX;64;E;01.01.0001;25.10.199325.10.1993;
54013;54450;AMENONCOURT;AMENONCOURT;54;E;01.01.0001;25.10.199325.10.1993;
95012;95510;AMENUCOURT;AMENUCOURT;95;E;01.01.0001;25.10.199325.10.1993;
88901;88220;AMEREY;XERTIGNY;88;E;01.01.0001;25.10.199325.10.1993;
62028;62190;AMES;AMES;62;E;01.01.0001;25.10.199325.10.1993;
62029;62260;AMETTES;AMETTES;62;E;01.01.0001;25.10.199325.10.1993;
71007;71460;AMEUGNY;AMEUGNY;71;E;01.01.0001;25.10.199325.10.1993;
88007;88410;AMEUVELLE;AMEUVELLE;88;E;01.01.0001;25.10.199325.10.1993;
14009;14860;AMFREVILLE;AMFREVILLE;14;E;01.01.0001;25.10.199325.10.1993;
50005;50480;AMFREVILLE;AMFREVILLE;50;E;01.01.0001;25.10.199325.10.1993;
27011;27370;AMFREVILLE LA CAMPAGNE;AMFREVILLE LA CAMPAGNE;27;E;01.01.0001;25.10.199325.10.1993;
76005;76920;AMFREVILLE LA MI VOIE;AMFREVILLE LA MI VOIE;76;E;01.01.0001;25.10.199325.10.1993;
27012;27380;AMFREVILLE LES CHAMPS;AMFREVILLE LES CHAMPS;27;E;01.01.0001;25.10.199325.10.1993;
76006;76560;AMFREVILLE LES CHAMPS;AMFREVILLE LES CHAMPS;76;E;01.01.0001;25.10.199325.10.1993;
27013;27380;AMFREVILLE SOUS LES MONTS;AMFREVILLE SOUS LES MONTS;27;E;01.01.0001;25.10.199325.10.1993;
27014;27400;AMFREVILLE SUR ITON;AMFREVILLE SUR ITON;27;E;01.01.0001;25.10.199325.10.1993;
59006;59144;AMFROIPRET;AMFROIPRET;59;E;01.01.0001;25.10.199325.10.1993;
80021;80000;AMIENS;AMIENS;80;E;01.01.0001;25.10.199321.10.1996;
80021;80001;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80002;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80003;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80004;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80005;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80006;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80007;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80008;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80009;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80010;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80011;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80012;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80013;AMIENS;AMIENS CEDEX 2;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80014;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80015;AMIENS;AMIENS CEDEX 2;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80016;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80017;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200307.12.2006;C
80021;80018;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80019;AMIENS;AMIENS CEDEX 9;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80020;AMIENS;AMIENS CEDEX 9;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80021;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80022;AMIENS;AMIENS CEDEX 9;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80023;AMIENS;AMIENS CEDEX 3;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80024;AMIENS;AMIENS CEDEX 9;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80025;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80026;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80027;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80028;AMIENS;AMIENS CEDEX 3;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80029;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80030;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80031;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80032;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80033;AMIENS;AMIENS CEDEX 3;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80034;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80035;AMIENS;AMIENS CEDEX 2;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80036;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80037;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80038;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80039;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80040;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80041;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80042;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80043;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80044;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80046;AMIENS;AMIENS CEDEX 2;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80047;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80048;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80049;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80050;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80051;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80052;AMIENS;AMIENS CEDEX 2;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80053;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80054;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80055;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80056;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80057;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80058;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80059;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80060;AMIENS;AMIENS CEDEX 9;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80061;AMIENS;AMIENS CEDEX 9;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80062;AMIENS;AMIENS CEDEX 9;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80063;AMIENS;AMIENS CEDEX 9;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80064;AMIENS;AMIENS CEDEX 9;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80065;AMIENS;AMIENS CEDEX 9;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80068;AMIENS;AMIENS CEDEX 9;80;E;01.01.0001;24.01.200624.01.2006;C
80021;80069;AMIENS;AMIENS CEDEX 9;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80070;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80071;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80072;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80073;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;28.05.200328.05.2003;C
80021;80075;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;29.12.200329.12.2003;C
80021;80076;AMIENS;AMIENS CEDEX 1;80;E;01.01.0001;29.12.200329.12.2003;C
80021;80080;AMIENS;AMIENS;80;E;01.01.0001;21.10.199621.10.1996;
