Code Insee;Code Postal;Ville;Nom Ville long;;;;;Cedex
31010;31110;ANTIGNAC;ANTIGNAC;31;E;01.01.0001;25.10.199325.10.1993;
85005;85120;ANTIGNY;ANTIGNY;85;E;01.01.0001;25.10.199325.10.1993;
86006;86310;ANTIGNY;ANTIGNY;86;E;01.01.0001;25.10.199325.10.1993;
21015;21230;ANTIGNY LA VILLE;ANTIGNY LA VILLE;21;E;01.01.0001;25.10.199325.10.1993;
57024;57640;ANTILLY;ANTILLY;57;E;01.01.0001;25.10.199325.10.1993;
60020;60620;ANTILLY;ANTILLY;60;E;01.01.0001;25.10.199325.10.1993;
65015;65220;ANTIN;ANTIN;65;E;01.01.0001;25.10.199325.10.1993;
2B016;20270;ANTISANTI;ANTISANTI;2B;E;01.01.0001;25.10.199325.10.1993;
65016;65200;ANTIST;ANTIST;65;E;01.01.0001;25.10.199325.10.1993;
37005;37800;ANTOGNY LE TILLAC;ANTOGNY LE TILLAC;37;E;01.01.0001;25.10.199325.10.1993;
49009;49260;ANTOIGNE;ANTOIGNE;49;E;01.01.0001;25.10.199325.10.1993;
72900;72380;ANTOIGNE;STE JAMME SUR SARTHE;72;E;01.01.0001;25.10.199325.10.1993;
61004;61410;ANTOIGNY;ANTOIGNY;61;E;01.01.0001;25.10.199325.10.1993;
63005;63340;ANTOINGT;ANTOINGT;63;E;01.01.0001;25.10.199325.10.1993;
05005;05300;ANTONAVES;ANTONAVES;05;E;01.01.0001;25.10.199325.10.1993;
24011;24420;ANTONNE ET TRIGONANT;ANTONNE ET TRIGONANT;24;E;01.01.0001;25.10.199325.10.1993;
92002;92160;ANTONY;ANTONY;92;E;01.01.0001;25.10.199325.10.1993;
92002;92161;ANTONY;ANTONY CEDEX;92;E;01.01.0001;28.05.200328.05.2003;C
92002;92162;ANTONY;ANTONY CEDEX;92;E;01.01.0001;28.05.200328.05.2003;C
92002;92163;ANTONY;ANTONY CEDEX;92;E;01.01.0001;28.05.200328.05.2003;C
92002;92164;ANTONY;ANTONY CEDEX;92;E;01.01.0001;28.05.200328.05.2003;C
92002;92165;ANTONY;ANTONY CEDEX;92;E;01.01.0001;28.05.200328.05.2003;C
92002;92166;ANTONY;ANTONY CEDEX;92;E;01.01.0001;28.05.200328.05.2003;C
92002;92167;ANTONY;ANTONY CEDEX;92;E;01.01.0001;28.05.200328.05.2003;C
92002;92168;ANTONY;ANTONY CEDEX;92;E;01.01.0001;28.05.200328.05.2003;C
92002;92169;ANTONY;ANTONY CEDEX;92;E;01.01.0001;28.05.200328.05.2003;C
92002;92181;ANTONY;ANTONY CEDEX;92;E;01.01.0001;28.05.200328.05.2003;C
92002;92182;ANTONY;ANTONY CEDEX;92;E;01.01.0001;28.05.200328.05.2003;C
92002;92183;ANTONY;ANTONY CEDEX;92;E;01.01.0001;28.05.200328.05.2003;C
92002;92184;ANTONY;ANTONY CEDEX;92;E;01.01.0001;28.05.200328.05.2003;C
92002;92185;ANTONY;ANTONY CEDEX;92;E;01.01.0001;28.05.200328.05.2003;C
92002;92186;ANTONY;ANTONY CEDEX;92;E;01.01.0001;28.05.200328.05.2003;C
92002;92187;ANTONY;ANTONY CEDEX;92;E;01.01.0001;28.05.200328.05.2003;C
92002;92188;ANTONY;ANTONY CEDEX;92;E;01.01.0001;28.05.200328.05.2003;C
92002;92189;ANTONY;ANTONY CEDEX;92;E;01.01.0001;28.05.200328.05.2003;C
92002;92761;ANTONY;ANTONY CEDEX;92;E;01.01.0001;28.05.200328.05.2003;C
92002;92762;ANTONY;ANTONY CEDEX;92;E;01.01.0001;28.05.200328.05.2003;C
92002;92763;ANTONY;ANTONY CEDEX;92;E;01.01.0001;28.05.200328.05.2003;C
92002;92764;ANTONY;ANTONY CEDEX;92;E;01.01.0001;28.05.200328.05.2003;C
92002;92765;ANTONY;ANTONY CEDEX;92;E;01.01.0001;28.05.200328.05.2003;C
92002;92766;ANTONY;ANTONY CEDEX;92;E;01.01.0001;28.05.200328.05.2003;C
92002;92767;ANTONY;ANTONY CEDEX;92;E;01.01.0001;28.05.200328.05.2003;C
92002;92768;ANTONY;ANTONY CEDEX;92;E;01.01.0001;28.05.200328.05.2003;C
92002;92769;ANTONY;ANTONY CEDEX;92;E;01.01.0001;28.05.200328.05.2003;C
39012;25410;ANTORPE;ST VIT;39;E;01.01.0001;25.10.199325.10.1993;
07011;07530;ANTRAIGUES SUR VOLANE;ANTRAIGUES SUR VOLANE;07;E;01.01.0001;25.10.199325.10.1993;
35004;35560;ANTRAIN;ANTRAIN;35;E;01.01.0001;25.10.199325.10.1993;
86007;86100;ANTRAN;ANTRAN;86;E;01.01.0001;25.10.199325.10.1993;
09011;09800;ANTRAS;ANTRAS;09;E;01.01.0001;25.10.199325.10.1993;
32003;32360;ANTRAS;ANTRAS;32;E;01.01.0001;25.10.199325.10.1993;
48005;48100;ANTRENAS;ANTRENAS;48;E;01.01.0001;25.10.199325.10.1993;
11010;11190;ANTUGNAC;ANTUGNAC;11;E;01.01.0001;25.10.199325.10.1993;
71010;71400;ANTULLY;ANTULLY;71;E;01.01.0001;25.10.199325.10.1993;
76023;76560;ANVEVILLE;ANVEVILLE;76;E;01.01.0001;25.10.199325.10.1993;
16017;16170;ANVILLE;ANVILLE;16;E;01.01.0001;25.10.199325.10.1993;
62036;62134;ANVIN;ANVIN;62;E;01.01.0001;25.10.199325.10.1993;
02020;02500;ANY MARTIN RIEUX;ANY MARTIN RIEUX;02;E;01.01.0001;25.10.199325.10.1993;
63006;63420;ANZAT LE LUGUET;ANZAT LE LUGUET;63;E;01.01.0001;25.10.199325.10.1993;
57025;57320;ANZELING;ANZELING;57;E;01.01.0001;25.10.199325.10.1993;
23004;23000;ANZEME;ANZEME;23;E;01.01.0001;25.10.199325.10.1993;
47012;47700;ANZEX;ANZEX;47;E;01.01.0001;25.10.199325.10.1993;
59014;59192;ANZIN;ANZIN;59;E;01.01.0001;23.10.199823.10.1998;
59014;59410;ANZIN;ANZIN;59;E;01.01.0001;25.10.199325.10.1993;
59014;59416;ANZIN;ANZIN CEDEX;59;E;01.01.0001;28.05.200328.05.2003;C
59014;59419;ANZIN;ANZIN CEDEX;59;E;01.01.0001;28.05.200328.05.2003;C
62037;62223;ANZIN ST AUBIN;ANZIN ST AUBIN;62;E;01.01.0001;25.10.199325.10.1993;
71011;71110;ANZY LE DUC;ANZY LE DUC;71;E;01.01.0001;25.10.199325.10.1993;
38012;38490;AOSTE;AOSTE;38;E;01.01.0001;25.10.199325.10.1993;
51013;51170;AOUGNY;AOUGNY;51;E;01.01.0001;25.10.199325.10.1993;
08016;08290;AOUSTE;AOUSTE;08;E;01.01.0001;25.10.199325.10.1993;
26011;26400;AOUSTE SUR SYE;AOUSTE SUR SYE;26;E;01.01.0001;25.10.199325.10.1993;
88010;88170;AOUZE;AOUZE;88;E;01.01.0001;25.10.199325.10.1993;
57026;57480;APACH;APACH;57;E;01.01.0001;25.10.199325.10.1993;
97360;97317;APATOU;APATOU;97;E;01.01.0001;25.10.199325.10.1993;
63007;63420;APCHAT;APCHAT;63;E;01.01.0001;25.10.199325.10.1993;
15009;15400;APCHON;APCHON;15;E;01.01.0001;25.10.199325.10.1993;
42006;42550;APINAC;APINAC;42;E;01.01.0001;25.10.199325.10.1993;
81015;81700;APPELLE;APPELLE;81;E;01.01.0001;25.10.199325.10.1993;
61005;61130;APPENAI SOUS BELLEME;APPENAI SOUS BELLEME;61;E;01.01.0001;25.10.199325.10.1993;
25019;25250;APPENANS;APPENANS;25;E;01.01.0001;25.10.199325.10.1993;
68008;68280;APPENWIHR;APPENWIHR;68;E;01.01.0001;25.10.199325.10.1993;
50016;50500;APPEVILLE;APPEVILLE;50;E;01.01.0001;25.10.199325.10.1993;
27018;27290;APPEVILLE ANNEBAULT;APPEVILLE ANNEBAULT;27;E;01.01.0001;25.10.199325.10.1993;
2A017;20167;APPIETTO;APPIETTO;2A;E;01.01.0001;25.10.199325.10.1993;
60021;60400;APPILLY;APPILLY;60;E;01.01.0001;25.10.199325.10.1993;
89013;89380;APPOIGNY;APPOIGNY;89;E;01.01.0001;25.10.199325.10.1993;
38013;38140;APPRIEU;APPRIEU;38;E;01.01.0001;25.10.199325.10.1993;
09012;09250;APPY;APPY;09;E;01.01.0001;25.10.199325.10.1993;
01011;01100;APREMONT;APREMONT;01;E;01.01.0001;25.10.199325.10.1993;
08017;08250;APREMONT;APREMONT;08;E;01.01.0001;25.10.199325.10.1993;
60022;60300;APREMONT;APREMONT;60;E;01.01.0001;25.10.199325.10.1993;
70024;70100;APREMONT;APREMONT;70;E;01.01.0001;25.10.199325.10.1993;
73017;73190;APREMONT;APREMONT;73;E;01.01.0001;25.10.199325.10.1993;
85006;85220;APREMONT;APREMONT;85;E;01.01.0001;25.10.199325.10.1993;
55012;55300;APREMONT LA FORET;APREMONT LA FORET;55;E;01.01.0001;25.10.199325.10.1993;
18007;18150;APREMONT SUR ALLIER;APREMONT SUR ALLIER;18;E;01.01.0001;25.10.199310.01.1994;
52014;52250;APREY;APREY;52;E;01.01.0001;25.10.199325.10.1993;
84003;84400;APT;APT;84;E;01.01.0001;25.10.199325.10.1993;
84003;84401;APT;APT CEDEX;84;E;01.01.0001;28.05.200328.05.2003;C
84003;84402;APT;APT CEDEX;84;E;01.01.0001;28.05.200328.05.2003;C
84003;84403;APT;APT CEDEX;84;E;01.01.0001;28.05.200328.05.2003;C
84003;84404;APT;APT CEDEX;84;E;01.01.0001;28.05.200328.05.2003;C
84003;84405;APT;APT CEDEX;84;E;01.01.0001;28.05.200328.05.2003;C
84003;84406;APT;APT CEDEX;84;E;01.01.0001;28.05.200328.05.2003;C
84003;84407;APT;APT CEDEX;84;E;01.01.0001;28.05.200328.05.2003;C
84003;84408;APT;APT CEDEX;84;E;01.01.0001;28.05.200328.05.2003;C
84003;84409;APT;APT CEDEX;84;E;01.01.0001;28.05.200328.05.2003;C
84003;84998;APT;APT ARMEES;84;E;01.01.0001;28.05.200328.05.2003;C
09013;09000;ARABAUX;ARABAUX;09;E;01.01.0001;25.10.199325.10.1993;
74014;74300;ARACHES LA FRASSE;ARACHES LA FRASSE;74;E;01.01.0001;25.10.199328.11.2000;
65017;65170;ARAGNOUET;ARAGNOUET;65;E;01.01.0001;25.10.199325.10.1993;
11011;11600;ARAGON;ARAGON;11;E;01.01.0001;25.10.199325.10.1993;
64029;64570;ARAMITS;ARAMITS;64;E;01.01.0001;25.10.199325.10.1993;
30012;30390;ARAMON;ARAMON;30;E;01.01.0001;25.10.199325.10.1993;
01012;01110;ARANC;ARANC;01;E;01.01.0001;25.10.199325.10.1993;
64030;64300;ARANCE;MONT;64;E;01.01.0001;25.10.199325.10.1993;
64031;64270;ARANCOU;ARANCOU;64;E;01.01.0001;25.10.199325.10.1993;
01013;01230;ARANDAS;ARANDAS;01;E;01.01.0001;25.10.199325.10.1993;
38014;38510;ARANDON;ARANDON;38;E;01.01.0001;25.10.199325.10.1993;
98785;98764;ARATIKA;ARATIKA;98;E;01.01.0001;21.12.199421.12.1994;
64032;64190;ARAUJUZON;ARAUJUZON;64;E;01.01.0001;25.10.199325.10.1993;
43007;43200;ARAULES;ARAULES;43;E;01.01.0001;25.10.199325.10.1993;
64033;64190;ARAUX;ARAUX;64;E;01.01.0001;25.10.199325.10.1993;
33007;33640;ARBANATS;ARBANATS;33;E;01.01.0001;25.10.199325.10.1993;
31011;31160;ARBAS;ARBAS;31;E;01.01.0001;25.10.199325.10.1993;
70025;70120;ARBECEY;ARBECEY;70;E;01.01.0001;25.10.199310.02.1997;
2A018;20110;ARBELLARA;ARBELLARA;2A;E;01.01.0001;25.10.199325.10.1993;
01014;01100;ARBENT;ARBENT;01;E;01.01.0001;25.10.199325.10.1993;
65018;65560;ARBEOST;ARBEOST;65;E;01.01.0001;25.10.199325.10.1993;
64034;64120;ARBERATS SILLEGUE;ARBERATS SILLEGUE;64;E;01.01.0001;25.10.199325.10.1993;
01015;01300;ARBIGNIEU;ARBIGNIEU;01;E;01.01.0001;25.10.199325.10.1993;
01016;01190;ARBIGNY;ARBIGNY;01;E;01.01.0001;25.10.199325.10.1993;
52015;52500;ARBIGNY SOUS VARENNES;ARBIGNY SOUS VARENNES;52;E;01.01.0001;25.10.199325.10.1993;
73018;73800;ARBIN;ARBIN;73;E;01.01.0001;25.10.199325.10.1993;
33008;33760;ARBIS;ARBIS;33;E;01.01.0001;25.10.199325.10.1993;
32004;32720;ARBLADE LE BAS;ARBLADE LE BAS;32;E;01.01.0001;25.10.199325.10.1993;
32005;32110;ARBLADE LE HAUT;ARBLADE LE HAUT;32;E;01.01.0001;25.10.199325.10.1993;
39013;39330;ARBOIS;ARBOIS;39;E;01.01.0001;28.11.200028.11.2000;
39013;39600;ARBOIS;ARBOIS;39;E;01.01.0001;25.10.199325.10.1993;
39013;39601;ARBOIS;ARBOIS CEDEX;39;E;01.01.0001;28.05.200328.05.2003;C
39013;39602;ARBOIS;ARBOIS CEDEX;39;E;01.01.0001;28.05.200328.05.2003;C
39013;39603;ARBOIS;ARBOIS CEDEX;39;E;01.01.0001;28.05.200328.05.2003;C
39013;39605;ARBOIS;ARBOIS CEDEX;39;E;01.01.0001;28.05.200328.05.2003;C
39013;39606;ARBOIS;ARBOIS CEDEX;39;E;01.01.0001;28.05.200328.05.2003;C
39013;39607;ARBOIS;ARBOIS CEDEX;39;E;01.01.0001;28.05.200328.05.2003;C
39013;39608;ARBOIS;ARBOIS CEDEX;39;E;01.01.0001;28.05.200328.05.2003;C
39013;39609;ARBOIS;ARBOIS CEDEX;39;E;01.01.0001;28.05.200328.05.2003;C
31012;31160;ARBON;ARBON;31;E;01.01.0001;25.10.199325.10.1993;
64035;64210;ARBONNE;ARBONNE;64;E;01.01.0001;25.10.199325.10.1993;
77006;77630;ARBONNE LA FORET;ARBONNE LA FORET;77;E;01.01.0001;25.10.199325.10.1993;
34011;34150;ARBORAS;ARBORAS;34;E;01.01.0001;25.10.199325.10.1993;
2A019;20160;ARBORI;ARBORI;2A;E;01.01.0001;25.10.199325.10.1993;
52016;52160;ARBOT;ARBOT;52;E;01.01.0001;25.10.199325.10.1993;
25020;25400;ARBOUANS;ARBOUANS;25;E;01.01.0001;25.10.199325.10.1993;
40005;40320;ARBOUCAVE;ARBOUCAVE;40;E;01.01.0001;25.10.199325.10.1993;
64036;64120;ARBOUET SUSSAUTE;ARBOUET SUSSAUTE;64;E;01.01.0001;25.10.199325.10.1993;
58009;58350;ARBOURSE;ARBOURSE;58;E;01.01.0001;25.10.199325.10.1993;
66007;66320;ARBOUSSOLS;ARBOUSSOLS;66;E;01.01.0001;25.10.199325.10.1993;
35005;35130;ARBRISSEL;ARBRISSEL;35;E;01.01.0001;25.10.199325.10.1993;
69011;69460;ARBUISSONNAS;SALLES ARBUISSONNAS;69;E;01.01.0001;25.10.199325.10.1993;
64037;64230;ARBUS;ARBUS;64;E;01.01.0001;25.10.199325.10.1993;
74015;74930;ARBUSIGNY;ARBUSIGNY;74;E;01.01.0001;25.10.199325.10.1993;
52017;52210;ARC EN BARROIS;ARC EN BARROIS;52;E;01.01.0001;25.10.199325.10.1993;
25021;25610;ARC ET SENANS;ARC ET SENANS;25;E;01.01.0001;25.10.199325.10.1993;
70026;70100;ARC LES GRAY;ARC LES GRAY;70;E;01.01.0001;25.10.199325.10.1993;
25025;25520;ARC SOUS CICON;ARC SOUS CICON;25;E;01.01.0001;25.10.199325.10.1993;
25026;25270;ARC SOUS MONTENOT;ARC SOUS MONTENOT;25;E;01.01.0001;25.10.199325.10.1993;
21021;21560;ARC SUR TILLE;ARC SUR TILLE;21;E;01.01.0001;25.10.199325.10.1993;
33009;33120;ARCACHON;ARCACHON;33;E;01.01.0001;25.10.199325.10.1993;
33009;33311;ARCACHON;ARCACHON CEDEX;33;E;01.01.0001;28.05.200328.05.2003;C
33009;33312;ARCACHON;ARCACHON CEDEX;33;E;01.01.0001;28.05.200328.05.2003;C
33009;33313;ARCACHON;ARCACHON CEDEX;33;E;01.01.0001;28.05.200328.05.2003;C
33009;33314;ARCACHON;ARCACHON CEDEX;33;E;01.01.0001;28.05.200328.05.2003;C
33009;33315;ARCACHON;ARCACHON CEDEX;33;E;01.01.0001;28.05.200328.05.2003;C
33009;33316;ARCACHON;ARCACHON CEDEX;33;E;01.01.0001;28.05.200328.05.2003;C
33009;33317;ARCACHON;ARCACHON CEDEX;33;E;01.01.0001;28.05.200328.05.2003;C
33009;33318;ARCACHON;ARCACHON CEDEX;33;E;01.01.0001;28.05.200328.05.2003;C
33009;33319;ARCACHON;ARCACHON CEDEX;33;E;01.01.0001;28.05.200328.05.2003;C
79010;79210;ARCAIS;ARCAIS;79;E;01.01.0001;25.10.199325.10.1993;
46007;46090;ARCAMBAL;ARCAMBAL;46;E;01.01.0001;25.10.199325.10.1993;
64038;64200;ARCANGUES;ARCANGUES;64;E;01.01.0001;25.10.199325.10.1993;
18008;18340;ARCAY;ARCAY;18;E;01.01.0001;25.10.199325.10.1993;
86008;86200;ARCAY;ARCAY;86;E;01.01.0001;25.10.199325.10.1993;
21016;21310;ARCEAU;ARCEAU;21;E;01.01.0001;25.10.199325.10.1993;
21017;21700;ARCENANT;ARCENANT;21;E;01.01.0001;25.10.199325.10.1993;
07012;07310;ARCENS;ARCENS;07;E;01.01.0001;25.10.199325.10.1993;
17015;17120;ARCES;ARCES;17;E;01.01.0001;25.10.199325.10.1993;
89014;89320;ARCES DILO;ARCES DILO;89;E;01.01.0001;25.10.199325.10.1993;
21018;21410;ARCEY;ARCEY;21;E;01.01.0001;25.10.199325.10.1993;
25022;25750;ARCEY;ARCEY;25;E;01.01.0001;25.10.199325.10.1993;
04009;04420;ARCHAIL;ARCHAIL;04;E;01.01.0001;25.10.199325.10.1993;
74016;74160;ARCHAMPS;ARCHAMPS;74;E;01.01.0001;25.10.199325.10.1993;
39014;39290;ARCHELANGE;ARCHELANGE;39;E;01.01.0001;25.10.199325.10.1993;
15010;15200;ARCHES;ARCHES;15;E;01.01.0001;25.10.199325.10.1993;
88011;88380;ARCHES;ARCHES;88;E;01.01.0001;25.10.199325.10.1993;
88012;88380;ARCHETTES;ARCHETTES;88;E;01.01.0001;25.10.199325.10.1993;
17016;17520;ARCHIAC;ARCHIAC;17;E;01.01.0001;25.10.199325.10.1993;
24012;24590;ARCHIGNAC;ARCHIGNAC;24;E;01.01.0001;25.10.199325.10.1993;
03005;03380;ARCHIGNAT;ARCHIGNAT;03;E;01.01.0001;25.10.199325.10.1993;
86009;86210;ARCHIGNY;ARCHIGNY;86;E;01.01.0001;25.10.199325.10.1993;
17017;17380;ARCHINGEAY;ARCHINGEAY;17;E;01.01.0001;25.10.199325.10.1993;
02021;02360;ARCHON;ARCHON;02;E;01.01.0001;25.10.199325.10.1993;
25023;25220;ARCIER;VAIRE ARCIER;25;E;01.01.0001;25.10.199325.10.1993;
74017;74270;ARCINE;CLARAFOND;74;E;01.01.0001;25.10.199325.10.1993;
42007;42460;ARCINGES;ARCINGES;42;E;01.01.0001;25.10.199325.10.1993;
33010;33460;ARCINS;ARCINS;33;E;01.01.0001;25.10.199325.10.1993;
51014;51170;ARCIS LE PONSART;ARCIS LE PONSART;51;E;01.01.0001;25.10.199325.10.1993;
10006;10700;ARCIS SUR AUBE;ARCIS SUR AUBE;10;E;01.01.0001;25.10.199325.10.1993;
65019;65360;ARCIZAC ADOUR;ARCIZAC ADOUR;65;E;01.01.0001;25.10.199325.10.1993;
65020;65100;ARCIZAC EZ ANGLES;ARCIZAC EZ ANGLES;65;E;01.01.0001;25.10.199325.10.1993;
65021;65400;ARCIZANS AVANT;ARCIZANS AVANT;65;E;01.01.0001;25.10.199325.10.1993;
65022;65400;ARCIZANS DESSUS;ARCIZANS DESSUS;65;E;01.01.0001;25.10.199325.10.1993;
48006;48200;ARCOMIE;LES MONTS VERTS;48;E;01.01.0001;25.10.199325.10.1993;
18009;18200;ARCOMPS;ARCOMPS;18;E;01.01.0001;25.10.199325.10.1993;
25024;25300;ARCON;ARCON;25;E;01.01.0001;25.10.199325.10.1993;
42008;42370;ARCON;ARCON;42;E;01.01.0001;25.10.199325.10.1993;
21020;21320;ARCONCEY;ARCONCEY;21;E;01.01.0001;25.10.199325.10.1993;
72006;72610;ARCONNAY;ARCONNAY;72;E;01.01.0001;25.10.199325.10.1993;
63008;63250;ARCONSAT;ARCONSAT;63;E;01.01.0001;25.10.199325.10.1993;
10007;10200;ARCONVILLE;ARCONVILLE;10;E;01.01.0001;25.10.199325.10.1993;
94003;94110;ARCUEIL;ARCUEIL;94;E;01.01.0001;25.10.199325.10.1993;
94003;94111;ARCUEIL;ARCUEIL CEDEX;94;E;01.01.0001;28.05.200328.05.2003;C
94003;94112;ARCUEIL;ARCUEIL CEDEX;94;E;01.01.0001;28.05.200328.05.2003;C
94003;94113;ARCUEIL;ARCUEIL CEDEX;94;E;01.01.0001;28.05.200328.05.2003;C
94003;94114;ARCUEIL;ARCUEIL CEDEX;94;E;01.01.0001;28.05.200328.05.2003;C
94003;94115;ARCUEIL;ARCUEIL CEDEX;94;E;01.01.0001;28.05.200328.05.2003;C
94003;94116;ARCUEIL;ARCUEIL CEDEX;94;E;01.01.0001;28.05.200328.05.2003;C
94003;94117;ARCUEIL;ARCUEIL CEDEX;94;E;01.01.0001;28.05.200328.05.2003;C
94003;94118;ARCUEIL;ARCUEIL CEDEX;94;E;01.01.0001;28.05.200328.05.2003;C
94003;94119;ARCUEIL;ARCUEIL CEDEX;94;E;01.01.0001;28.05.200328.05.2003;C
94003;94741;ARCUEIL;ARCUEIL CEDEX;94;E;01.01.0001;28.05.200328.05.2003;C
94003;94742;ARCUEIL;ARCUEIL CEDEX;94;E;01.01.0001;28.05.200328.05.2003;C
94003;94743;ARCUEIL;ARCUEIL CEDEX;94;E;01.01.0001;28.05.200328.05.2003;C
94003;94744;ARCUEIL;ARCUEIL CEDEX;94;E;01.01.0001;28.05.200328.05.2003;C
94003;94745;ARCUEIL;ARCUEIL CEDEX;94;E;01.01.0001;28.05.200328.05.2003;C
94003;94746;ARCUEIL;ARCUEIL CEDEX;94;E;01.01.0001;28.05.200328.05.2003;C
94003;94747;ARCUEIL;ARCUEIL CEDEX;94;E;01.01.0001;28.05.200328.05.2003;C
94003;94748;ARCUEIL;ARCUEIL CEDEX;94;E;01.01.0001;28.05.200328.05.2003;C
94003;94749;ARCUEIL;ARCUEIL CEDEX;94;E;01.01.0001;28.05.200328.05.2003;C
02022;02130;ARCY STE RESTITUE;ARCY STE RESTITUE;02;E;01.01.0001;25.10.199325.10.1993;
89015;89270;ARCY SUR CURE;ARCY SUR CURE;89;E;01.01.0001;25.10.199325.10.1993;
28008;28170;ARDELLES;ARDELLES;28;E;01.01.0001;25.10.199325.10.1993;
28009;28700;ARDELU;ARDELU;28;E;01.01.0001;25.10.199325.10.1993;
18010;18170;ARDENAIS;ARDENAIS;18;E;01.01.0001;25.10.199325.10.1993;
72007;72370;ARDENAY SUR MERIZE;ARDENAY SUR MERIZE;72;E;01.01.0001;25.10.199325.10.1993;
65023;65240;ARDENGOST;ARDENGOST;65;E;01.01.0001;25.10.199325.10.1993;
36005;36120;ARDENTES;ARDENTES;36;E;01.01.0001;25.10.199325.10.1993;
63009;63420;ARDES;ARDES;63;E;01.01.0001;25.10.199325.10.1993;
08018;08400;ARDEUIL ET MONTFAUXELLES;ARDEUIL ET MONTFAUXELLES;08;E;01.01.0001;25.10.199325.10.1993;
50017;50170;ARDEVON;PONTORSON;50;E;01.01.0001;25.10.199325.10.1993;
31013;31210;ARDIEGE;ARDIEGE;31;E;01.01.0001;25.10.199325.10.1993;
79011;79110;ARDILLEUX;ARDILLEUX;79;E;01.01.0001;25.10.199325.10.1993;
17018;17290;ARDILLIERES;ARDILLIERES;17;E;01.01.0001;25.10.199325.10.1993;
79012;79160;ARDIN;ARDIN;79;E;01.01.0001;25.10.199325.10.1993;
32007;32430;ARDIZAS;ARDIZAS;32;E;01.01.0001;25.10.199325.10.1993;
07013;07290;ARDOIX;ARDOIX;07;E;01.01.0001;25.10.199325.10.1993;
39015;39300;ARDON;ARDON;39;E;01.01.0001;25.10.199325.10.1993;
45006;45160;ARDON;ARDON;45;E;01.01.0001;25.10.199325.10.1993;
76024;76680;ARDOUVAL;ARDOUVAL;76;E;01.01.0001;25.10.199325.10.1993;
62038;62610;ARDRES;ARDRES;62;E;01.01.0001;25.10.199325.10.1993;
73922;73270;ARECHES;BEAUFORT SUR DORON;73;E;01.01.0001;25.10.199325.10.1993;
2B020;20220;AREGNO;AREGNO;2B;E;01.01.0001;25.10.199325.10.1993;
41003;41100;AREINES;AREINES;41;E;01.01.0001;25.10.199325.10.1993;
59900;59135;AREMBERG;WALLERS;59;E;01.01.0001;25.10.199325.10.1993;
64039;64400;AREN;AREN;64;E;01.01.0001;25.10.199325.10.1993;
40006;40110;ARENGOSSE;ARENGOSSE;40;E;01.01.0001;25.10.199325.10.1993;
74018;74800;ARENTHON;ARENTHON;74;E;01.01.0001;25.10.199325.10.1993;
33011;33740;ARES;ARES;33;E;01.01.0001;25.10.199325.10.1993;
39586;39110;ARESCHES;ARESCHES;39;E;01.01.0001;25.10.199325.10.1993;
64041;64320;ARESSY;ARESSY;64;E;01.01.0001;25.10.199325.10.1993;
64040;64570;ARETTE;ARETTE;64;E;01.01.0001;25.10.199325.10.1993;
23005;23700;ARFEUILLE CHATAIN;ARFEUILLE CHATAIN;23;E;01.01.0001;25.10.199325.10.1993;
03006;03120;ARFEUILLES;ARFEUILLES;03;E;01.01.0001;25.10.199322.06.1998;
81016;81110;ARFONS;ARFONS;81;E;01.01.0001;25.10.199325.10.1993;
64042;64300;ARGAGNON;ARGAGNON;64;E;01.01.0001;25.10.199325.10.1993;
14019;14400;ARGANCHY;ARGANCHY;14;E;01.01.0001;25.10.199325.10.1993;
10008;10140;ARGANCON;ARGANCON;10;E;01.01.0001;25.10.199325.10.1993;
57028;57640;ARGANCY;ARGANCY;57;E;01.01.0001;25.10.199325.10.1993;
09014;09800;ARGEIN;ARGEIN;09;E;01.01.0001;25.10.199325.10.1993;
65024;65200;ARGELES BAGNERES;ARGELES BAGNERES;65;E;01.01.0001;25.10.199304.02.2004;
65025;65400;ARGELES GAZOST;ARGELES GAZOST;65;E;01.01.0001;25.10.199325.10.1993;
65025;65401;ARGELES GAZOST;ARGELES GAZOST CEDEX;65;E;01.01.0001;28.05.200328.05.2003;C
65025;65402;ARGELES GAZOST;ARGELES GAZOST CEDEX;65;E;01.01.0001;28.05.200328.05.2003;C
65025;65403;ARGELES GAZOST;ARGELES GAZOST CEDEX;65;E;01.01.0001;28.05.200328.05.2003;C
66910;66700;ARGELES PLAGE;ARGELES SUR MER;66;E;01.01.0001;25.10.199325.10.1993;
66008;66700;ARGELES SUR MER;ARGELES SUR MER;66;E;01.01.0001;25.10.199325.10.1993;
66008;66701;ARGELES SUR MER;ARGELES SUR MER CEDEX;66;E;01.01.0001;28.05.200328.05.2003;C
66008;66702;ARGELES SUR MER;ARGELES SUR MER CEDEX;66;E;01.01.0001;28.05.200328.05.2003;C
66008;66703;ARGELES SUR MER;ARGELES SUR MER CEDEX;66;E;01.01.0001;28.05.200328.05.2003;C
66008;66704;ARGELES SUR MER;ARGELES SUR MER CEDEX;66;E;01.01.0001;28.05.200328.05.2003;C
66008;66705;ARGELES SUR MER;ARGELES SUR MER CEDEX;66;E;01.01.0001;28.05.200328.05.2003;C
66008;66706;ARGELES SUR MER;ARGELES SUR MER CEDEX;66;E;01.01.0001;28.05.200328.05.2003;C
66008;66707;ARGELES SUR MER;ARGELES SUR MER CEDEX;66;E;01.01.0001;28.05.200328.05.2003;C
